seqid,model_score
312,1363.0009
313,1361.9485
314,1363.9747
315,1360.6686
316,1360.3107
317,1359.2635
318,1358.1781
319,1353.6486
320,1353.8309
321,1351.4506
322,1350.6046
323,1348.8889
324,1348.7329
325,1345.9559
326,1348.814
327,1347.2053
328,1348.1897
329,1343.7137
330,1344.7517
331,1344.3689
332,1342.1466
333,1342.9004
334,1341.2227
335,1343.1831
336,1348.9973
337,1346.7765
338,1346.752
339,1345.7759
340,1345.6453
341,1347.9382
342,1346.9114
343,1345.8087
344,1348.4902
345,1341.6592
346,1342.1426
347,1338.56
348,1360.6428
349,1354.6664
350,1354.2097
351,1351.9487
352,1353.4706
353,1353.218
354,1350.2845
355,1350.3606
356,1353.3387
357,1352.1157
358,1354.6819
359,1354.8693
360,1355.0737
361,1360.4484
362,1360.6204
363,1359.4783
364,1354.8605
365,1352.9595
366,1345.7474
367,1337.328
368,1337.2838
369,1342.703
370,1347.2379
371,1344.2103
372,1344.4432
373,1346.2002
374,1345.3998
375,1349.586
376,1346.2435
377,1347.8419
378,1350.7927
379,1347.3993
380,1346.6213
381,1344.8427
382,1354.7568
383,1357.1382
384,1356.484
385,1352.9923
386,1353.7748
387,1354.0881
388,1352.3861
389,1353.0131
390,1351.8156
391,1350.2078
392,1350.3883
393,1351.1393
394,1352.5145
395,1348.6315
396,1346.6235
397,1346.3086
398,1345.2617
399,1347.599
400,1348.7152
401,1351.2123
402,1352.9738
403,1354.7515
404,1354.9003
405,1352.3083
406,1353.5251
407,1347.6458
408,1349.1464
409,1349.5033
410,1355.7089
411,1349.2004
412,1348.4803
413,1348.8243
414,1345.7152
415,1346.0135
416,1344.9601
417,1345.5653
418,1353.2762
419,1352.5042
420,1351.4047
421,1349.5406
422,1347.9352
423,1349.1614
424,1348.1196
425,1347.3081
426,1345.1731
427,1345.1182
428,1348.4852
429,1350.7175
430,1351.007
431,1350.2639
432,1347.7661
433,1351.1143
434,1346.5754
435,1344.232
436,1345.7185
437,1347.3158
438,1352.5161
439,1350.0187
440,1350.6592
441,1352.331
442,1349.4054
443,1343.6846
444,1344.1824
445,1348.5463
446,1346.7284
447,1344.0209
448,1344.6
449,1334.3579
450,1335.9213
451,1339.2339
452,1339.1989
453,1340.2167
454,1339.3848
455,1340.09
456,1341.5193
457,1342.6193
458,1343.8619
459,1343.3145
460,1341.6583
461,1342.3948
462,1342.2848
463,1343.5293
464,1340.7281
465,1341.3557
466,1339.9131
467,1341.1191
468,1343.7043
469,1343.6469
470,1344.6036
471,1344.7445
472,1343.7115
473,1345.0659
474,1349.963
475,1346.3268
476,1343.9259
477,1343.9733
478,1339.9121
479,1338.2157
480,1340.3508
481,1338.7004
482,1340.9973
483,1341.5509
484,1342.0101
485,1343.0879
486,1340.8619
487,1340.0481
488,1341.1581
489,1343.1798
490,1347.3716
491,1350.4037
492,1350.95
493,1354.0096
494,1354.3818
495,1351.1211
496,1350.8822
497,1350.7302
498,1351.1631
499,1349.4706
500,1351.8615
501,1353.5121
502,1353.3444
503,1352.8975
504,1350.6663
505,1352.2277
506,1359.0
507,1363.4822
508,1359.5706
509,1358.8169
510,1356.4559
511,1354.5491
512,1361.1993
513,1354.6578
514,1344.6635
515,1341.7981
516,1339.2465
517,1342.528
518,1344.1526
519,1351.0427
520,1351.6555
521,1351.0992
522,1351.9028
523,1353.5406
524,1352.0183
525,1356.2986
526,1355.3542
527,1356.4095
528,1357.9532
529,1358.2847
530,1354.9177
531,1356.175
532,1354.6244
533,1353.9159
534,1354.8563
535,1353.6031
536,1345.2441
537,1346.7899
538,1344.7327
539,1340.8745
540,1343.1661
541,1343.8893
542,1343.932
543,1344.103
544,1344.7008
545,1341.1014
546,1341.1843
547,1341.3915
548,1341.2512
549,1343.7434
550,1344.1349
551,1347.1598
552,1344.2095
553,1345.8096
554,1338.242
555,1336.6703
556,1338.2952
557,1335.7482
558,1337.9362
559,1337.1555
560,1337.9623
561,1338.1304
562,1339.0178
563,1336.7909
564,1337.7098
565,1338.0525
566,1339.8054
567,1343.2299
568,1342.9851
569,1343.8845
570,1337.1477
571,1335.4573
572,1336.5895
573,1338.7742
574,1337.7593
575,1339.8063
576,1338.7074
577,1336.3275
578,1333.6832
579,1336.4783
580,1336.1561
581,1336.1906
582,1336.482
583,1336.251
584,1335.2062
585,1337.5161
586,1337.7838
587,1333.5071
588,1332.8679
589,1329.0974
590,1323.5293
591,1325.4104
592,1323.4619
593,1326.1748
594,1351.0262
595,1350.5695
596,1350.7295
597,1350.3191
598,1348.8728
599,1345.6865
600,1345.4519
601,1343.8137
602,1342.3157
603,1331.5695
604,1329.5431
605,1328.4479
606,1334.1833
607,1337.5403
608,1335.9777
609,1340.4927
610,1343.055
611,1346.2981
612,1344.2882
613,1340.9133
614,1340.9695
615,1344.3073
616,1345.4481
617,1348.6248
618,1347.2772
619,1346.8392
620,1347.1714
621,1348.1163
622,1346.9076
623,1346.9738
624,1344.8815
625,1344.4229
626,1340.4255
627,1337.7739
628,1332.4923
629,1337.2588
630,1334.4254
631,1336.5637
632,1334.8643
633,1336.4387
634,1336.4047
635,1332.3259
636,1328.5236
637,1331.3582
638,1334.8215
639,1335.5825
640,1329.5787
641,1328.3223
642,1324.3461
643,1329.3799
644,1328.8025
645,1327.6821
646,1325.5455
647,1325.5013
648,1325.8903
649,1326.0515
650,1324.0747
651,1323.2552
652,1323.3694
653,1325.0167
654,1325.622
655,1325.8801
656,1328.554
657,1324.2064
658,1319.57
659,1320.5991
660,1321.3674
661,1323.1953
662,1325.947
663,1329.0793
664,1329.3577
665,1332.159
666,1331.6925
667,1329.989
668,1329.4214
669,1353.8815
670,1353.3568
671,1352.8795
672,1356.7208
673,1358.0146
674,1357.9437
675,1358.2234
676,1358.1283
677,1358.3453
678,1360.3596
679,1359.5039
680,1358.2677
681,1357.0616
682,1357.0492
683,1358.5414
684,1357.1299
685,1349.9878
686,1347.0876
687,1346.0773
688,1347.9865
689,1348.5387
690,1352.5415
691,1351.5815
692,1349.942
693,1348.3429
694,1350.0327
695,1349.1246
696,1349.974
697,1351.5956
698,1354.8235
699,1356.1896
700,1357.4591
701,1356.864
702,1354.3462
703,1355.2996
704,1352.0029
705,1352.1224
706,1352.0757
707,1350.7228
708,1348.1992
709,1346.9432
