seqid,model_score
0,1328.287
1,1327.9713
2,1327.2823
3,1327.7972
4,1325.8329
5,1328.6819
6,1328.1732
7,1328.896
8,1332.6285
9,1333.6075
10,1336.8123
11,1337.995
12,1339.0396
13,1337.9729
14,1335.9841
15,1336.911
16,1337.304
17,1341.3315
18,1342.7507
19,1338.4772
20,1347.2555
21,1345.3473
22,1345.7593
23,1347.0039
24,1347.1508
25,1344.7528
26,1348.5913
27,1348.5538
28,1349.7487
29,1351.7396
30,1348.679
31,1350.1185
32,1346.5015
33,1347.8784
34,1350.6027
35,1345.9943
36,1347.0159
37,1347.2003
38,1347.0564
39,1346.543
40,1346.4178
41,1344.1241
42,1342.9412
43,1343.0322
44,1341.7125
45,1340.0441
46,1338.5594
47,1339.7477
48,1340.2369
49,1339.337
50,1338.25
51,1337.5665
52,1336.706
53,1337.5261
54,1335.9305
55,1332.6982
56,1329.6143
57,1331.8958
58,1330.4099
59,1327.7615
60,1324.3507
61,1325.9849
62,1322.8534
63,1320.6901
64,1327.2579
65,1326.1959
66,1330.2582
67,1328.9583
68,1327.7317
69,1333.2211
70,1331.368
71,1332.0643
72,1330.1244
73,1330.8179
74,1341.3442
75,1341.8173
76,1342.0392
77,1340.7244
78,1342.3206
79,1339.2715
80,1337.4993
81,1338.5118
82,1331.0244
83,1330.8981
84,1328.3414
85,1331.8711
86,1331.5477
87,1331.0792
88,1331.1707
89,1330.6577
90,1331.1865
91,1330.7305
92,1333.8145
93,1327.7479
94,1325.4843
95,1329.4863
96,1328.2814
97,1329.9542
98,1326.9098
99,1326.8241
100,1331.4554
101,1334.0294
102,1332.6802
103,1331.1526
104,1330.9866
105,1335.8677
106,1333.3279
107,1330.5841
108,1331.1632
109,1336.0137
110,1366.8594
111,1365.7542
112,1367.0037
113,1364.4471
114,1359.4238
115,1355.0494
116,1352.9368
117,1351.5356
118,1348.7313
119,1352.1115
120,1354.4227
121,1359.8429
122,1362.0262
123,1360.9169
124,1360.5287
125,1360.7745
126,1357.9653
127,1365.6938
128,1366.8453
129,1364.9415
130,1360.3745
131,1359.8063
132,1358.7709
133,1359.9503
134,1357.2897
135,1339.4818
136,1340.7937
137,1336.6652
138,1338.125
139,1335.3855
140,1335.712
141,1336.1454
142,1335.6523
143,1337.6058
144,1338.3595
145,1338.0925
146,1335.4424
147,1327.1713
148,1327.0076
149,1326.8422
150,1328.9811
151,1326.237
152,1326.7882
153,1329.283
154,1328.9524
155,1327.5869
156,1330.3035
157,1332.225
158,1333.0352
159,1332.2329
160,1336.0505
161,1333.9861
162,1329.9912
163,1329.4493
164,1328.9379
165,1323.2405
166,1324.6602
167,1332.575
168,1339.0156
169,1342.4462
170,1343.1897
171,1343.5447
172,1344.9556
173,1346.377
174,1344.736
175,1341.7997
176,1341.3546
177,1341.0818
178,1340.6683
179,1338.4875
180,1336.5625
181,1341.2426
182,1339.2815
183,1339.3668
184,1337.2877
185,1338.1401
186,1337.2942
187,1337.3647
188,1342.9194
189,1342.9365
190,1342.9639
191,1345.9056
192,1348.0321
193,1350.0209
194,1350.7216
195,1351.2227
196,1347.9346
197,1351.2472
198,1347.9468
199,1350.6356
200,1349.3359
201,1353.4177
202,1353.779
203,1350.4349
204,1349.5438
205,1351.8486
206,1347.1897
207,1346.4797
208,1347.4745
209,1347.9409
210,1346.8872
211,1348.1677
212,1348.9669
213,1348.9022
214,1346.221
215,1345.7845
216,1347.3365
217,1346.5103
218,1346.7643
219,1347.0472
220,1352.4148
221,1352.6304
222,1351.5566
223,1351.6284
224,1349.9568
225,1349.6731
226,1351.4375
227,1352.136
228,1352.2457
229,1351.5216
230,1358.5964
231,1355.5721
232,1356.8182
233,1354.5277
234,1354.2148
235,1350.2671
236,1352.9902
237,1337.8619
238,1334.6904
239,1333.9824
240,1333.8187
241,1335.0986
242,1334.5282
243,1336.053
244,1340.262
245,1337.4415
246,1336.8169
247,1339.4028
248,1337.9745
249,1334.3584
250,1333.2228
251,1330.5363
252,1332.804
253,1331.8268
254,1333.8602
255,1330.4904
256,1331.3489
257,1333.2449
258,1335.7103
259,1334.6934
260,1331.0145
261,1331.4924
262,1334.1567
263,1331.9952
264,1333.3492
265,1333.0975
266,1334.6183
267,1330.2664
268,1331.4124
269,1331.2822
270,1332.0542
271,1331.9609
272,1332.1499
273,1332.1989
274,1333.6466
275,1341.3615
276,1336.6558
277,1336.2572
278,1337.4207
279,1337.9313
280,1336.3468
281,1334.6998
282,1338.4965
283,1340.5577
284,1337.6304
285,1332.9271
286,1330.7133
287,1331.6017
288,1331.7543
289,1330.0658
290,1328.9441
291,1332.262
292,1331.7489
293,1328.6747
294,1331.6786
295,1332.4141
296,1329.4761
297,1332.0718
298,1330.255
299,1325.0309
300,1325.9216
301,1327.0686
302,1326.5858
303,1328.0238
304,1323.8448
305,1324.2301
306,1335.0668
307,1335.191
308,1335.8145
309,1333.4977
310,1330.2595
311,1356.7614
