seqid,model_score
405,1345.6521
406,1353.9355
407,1352.3252
408,1352.2557
409,1346.724
410,1342.0262
411,1342.6791
412,1342.7483
413,1341.2322
414,1341.4161
415,1338.1517
416,1336.9573
417,1334.1687
418,1338.5806
419,1339.4655
420,1335.2678
421,1339.3557
422,1345.4105
423,1339.575
424,1336.6477
425,1339.4062
426,1337.7347
427,1341.6758
428,1341.7079
429,1338.2274
430,1338.4781
431,1350.9462
432,1348.3115
433,1347.4932
434,1347.5009
435,1350.7499
436,1350.5276
437,1347.5238
438,1347.4556
439,1349.1807
440,1349.9535
441,1354.3662
442,1357.8004
443,1353.7281
444,1348.948
445,1348.2065
446,1346.9164
447,1346.8494
448,1345.8171
449,1346.5936
450,1346.7448
451,1347.7018
452,1342.9233
453,1344.2911
454,1344.7445
455,1343.5178
456,1343.9147
457,1340.7101
458,1341.44
459,1340.6365
460,1334.1818
461,1334.7319
462,1335.1527
463,1341.9281
464,1339.6033
465,1341.5087
466,1348.4194
467,1350.693
468,1342.1372
469,1341.3021
470,1343.7555
471,1343.2324
472,1342.5773
473,1343.0131
474,1342.9377
475,1343.0956
476,1341.7915
477,1339.2905
478,1340.0342
479,1340.2896
480,1339.5177
481,1337.9432
482,1338.7886
483,1338.5022
484,1335.6852
485,1338.0895
486,1341.28
487,1336.0516
488,1337.4415
489,1337.6017
490,1336.1567
491,1335.7543
492,1337.8018
493,1339.4371
494,1343.695
495,1342.9131
496,1345.9963
497,1348.3407
498,1349.3009
499,1347.4558
500,1347.2115
501,1346.8431
502,1341.6508
503,1342.0779
504,1350.1863
505,1351.6981
506,1357.9509
507,1361.2494
508,1361.7
509,1364.107
510,1361.4281
511,1362.026
512,1365.5765
513,1364.8995
514,1364.1738
515,1364.711
516,1364.0127
517,1367.8274
518,1366.3167
519,1360.6118
520,1358.4949
521,1356.4241
522,1356.2538
523,1353.5713
524,1354.999
525,1356.2762
526,1355.8691
527,1353.2585
528,1351.8384
529,1350.1218
530,1349.2396
531,1349.3531
532,1346.2733
533,1346.3883
534,1347.5256
535,1349.1836
536,1349.7474
537,1354.1904
538,1351.1692
539,1350.4976
540,1351.2327
541,1349.2426
542,1350.389
543,1350.7435
544,1348.5599
545,1348.5239
546,1343.1625
547,1348.333
548,1349.0535
549,1349.6555
550,1355.4358
551,1351.434
552,1352.1974
553,1346.0197
554,1345.672
555,1339.118
556,1338.2896
557,1338.9791
558,1341.9688
559,1342.2832
560,1345.4287
561,1343.5658
562,1340.391
563,1340.5236
564,1339.7853
565,1331.8627
566,1358.4963
567,1359.7007
568,1357.5131
569,1354.4827
570,1356.5004
571,1354.264
572,1352.7085
573,1349.4994
574,1351.0519
575,1350.0846
576,1349.8656
577,1343.758
578,1345.6393
579,1345.9948
580,1345.2375
581,1348.4923
582,1347.1493
583,1344.7861
584,1344.6202
585,1344.268
586,1337.6238
587,1339.8688
588,1338.7596
589,1341.0792
590,1340.9899
591,1339.3292
592,1340.3025
593,1341.2812
594,1342.285
595,1368.6453
596,1366.6017
597,1362.6439
598,1356.8994
599,1357.7935
600,1358.332
601,1358.5438
602,1358.4076
603,1362.8088
604,1357.6777
605,1356.8171
606,1358.0205
607,1358.443
608,1358.6145
609,1362.0853
610,1357.0785
611,1356.3623
612,1356.137
613,1356.2197
614,1356.0612
615,1356.3756
616,1353.3413
617,1356.5762
