seqid,model_score
405,1334.3099
406,1335.3094
407,1338.1743
408,1339.095
409,1339.8406
410,1339.7518
411,1337.8553
412,1340.6461
413,1335.7366
414,1332.616
415,1331.9913
416,1330.9203
417,1326.0718
418,1326.4249
419,1325.9067
420,1323.915
421,1324.828
422,1325.312
423,1325.848
424,1324.8328
425,1325.4517
426,1324.2828
427,1326.0605
428,1324.6696
429,1327.5875
430,1330.7953
431,1329.0836
432,1329.9855
433,1319.72
434,1318.8912
435,1319.2883
436,1317.9375
437,1318.267
438,1318.0834
439,1319.1954
440,1320.3479
441,1319.2073
442,1317.9318
443,1352.0193
444,1352.4963
445,1352.1267
446,1348.4678
447,1345.8354
448,1348.3898
449,1346.8203
450,1347.6963
451,1347.8014
452,1346.8737
453,1351.0614
454,1349.3075
455,1348.4215
456,1346.9639
457,1345.4983
458,1338.3932
459,1338.6223
460,1337.6006
461,1338.4276
462,1330.9174
463,1333.172
464,1330.7654
465,1337.5239
466,1333.1837
467,1331.9963
468,1332.342
469,1335.0964
470,1333.4711
471,1335.8254
472,1335.8008
473,1337.3257
474,1336.618
475,1337.9077
476,1341.4738
477,1345.1697
478,1340.8726
479,1340.3298
480,1336.6643
481,1340.7024
482,1336.7308
483,1337.6361
484,1337.9556
485,1341.7865
486,1342.8525
487,1344.0709
488,1341.2655
489,1337.2122
490,1340.8141
491,1337.7241
492,1335.4253
493,1336.2921
494,1336.7893
495,1340.7257
496,1340.1788
497,1340.9222
498,1341.0232
499,1339.9087
500,1339.7549
501,1339.9442
502,1341.2136
503,1341.0339
504,1341.3887
505,1341.1729
506,1341.0266
507,1342.4369
508,1345.4829
509,1343.7188
510,1350.1537
511,1354.2212
512,1355.215
513,1355.2428
514,1354.4191
515,1353.3019
516,1352.215
517,1353.3658
518,1354.1107
519,1358.3147
520,1356.2628
521,1354.9377
522,1356.3645
523,1356.9597
524,1364.2103
525,1365.7395
526,1367.0674
527,1368.2485
528,1362.6655
529,1356.9147
530,1352.427
531,1352.5266
532,1353.6941
533,1353.6823
534,1356.8499
535,1356.2961
536,1355.0938
537,1355.1008
538,1354.5741
539,1354.9802
540,1352.8306
541,1352.6416
542,1355.087
543,1355.9591
544,1355.1493
545,1353.8793
546,1354.8036
547,1352.4503
548,1352.7755
549,1352.2836
550,1351.5652
551,1351.6393
552,1353.4653
553,1354.1288
554,1354.4708
555,1353.6838
556,1353.4817
557,1353.9176
558,1353.0115
559,1352.1653
560,1348.8712
561,1344.839
562,1347.5656
563,1346.221
564,1350.7959
565,1345.1703
566,1344.0796
567,1342.998
568,1345.7684
569,1344.8583
570,1343.0807
571,1344.1315
572,1342.3708
573,1338.2987
574,1337.2258
575,1336.4291
576,1339.0913
577,1339.7568
578,1339.9111
579,1341.0186
580,1334.4445
581,1337.8104
582,1333.0383
583,1333.2677
584,1331.2233
585,1330.357
586,1332.757
587,1329.2979
588,1326.7068
589,1330.721
590,1332.3175
591,1331.5557
592,1336.1919
593,1341.2363
594,1337.8534
595,1336.4467
596,1340.9915
597,1342.1824
598,1343.9604
599,1343.71
600,1336.9005
601,1336.1841
602,1336.5322
603,1338.6403
604,1341.16
605,1340.7731
606,1341.6615
607,1339.9957
608,1342.3257
609,1346.0192
610,1342.069
611,1344.471
612,1347.3596
613,1351.874
614,1349.4862
615,1348.6259
616,1349.5042
617,1349.3463
618,1352.4609
619,1353.5254
620,1358.1179
621,1360.7042
622,1357.7389
623,1356.9535
624,1356.7816
625,1354.1338
626,1355.2057
627,1355.8606
628,1357.5366
629,1354.9365
630,1347.66
631,1345.6431
632,1345.5804
633,1346.2354
634,1344.7379
635,1342.4603
636,1344.9424
637,1344.0339
638,1342.5558
639,1342.7383
640,1342.446
641,1342.2928
642,1339.7748
643,1340.7777
644,1343.196
645,1341.2141
646,1338.0476
647,1339.8102
648,1335.8329
649,1336.2559
650,1336.442
651,1338.0796
652,1338.1946
653,1338.3907
654,1340.218
655,1340.2173
656,1338.0215
657,1334.7192
658,1338.1149
659,1335.6263
660,1336.2446
661,1336.926
662,1336.766
663,1334.101
664,1330.8102
665,1323.6807
666,1327.454
667,1328.2683
668,1333.0453
669,1336.5126
670,1340.722
671,1337.9434
672,1335.0057
673,1338.814
674,1339.391
675,1340.1454
676,1342.9866
677,1342.331
